order_item_id,order_id,product_id,quantity,unit_price
ITEM_0000179,ORD_000109,PROD_0008,3,119.99
ITEM_0000180,ORD_000110,PROD_0015,3,29.99
ITEM_0000181,ORD_000110,PROD_0009,2,34.99
ITEM_0000182,ORD_000110,PROD_0007,3,24.99
ITEM_0000183,ORD_000111,PROD_0012,1,110.0
ITEM_0000184,ORD_000111,PROD_0018,2,22.99
ITEM_0000185,ORD_000111,PROD_0010,2,59.99
ITEM_0000186,ORD_000111,PROD_0019,3,34.99
ITEM_0000187,ORD_000112,PROD_0010,1,59.99
ITEM_0000188,ORD_000112,PROD_0007,3,24.99
ITEM_0000189,ORD_000113,PROD_0001,2,79.99
ITEM_0000190,ORD_000113,PROD_0016,2,39.99
ITEM_0000191,ORD_000114,PROD_0019,3,34.99
ITEM_0000192,ORD_000114,PROD_0007,3,24.99
ITEM_0000193,ORD_000115,PROD_0010,1,59.99
ITEM_0000194,ORD_000116,PROD_0009,3,34.99
ITEM_0000195,ORD_000117,PROD_0012,2,110.0
ITEM_0000196,ORD_000118,PROD_0019,2,34.99
ITEM_0000197,ORD_000119,PROD_0020,1,85.0
ITEM_0000198,ORD_000119,PROD_0003,3,129.99
ITEM_0000199,ORD_000120,PROD_0005,2,39.99
ITEM_0000200,ORD_000121,PROD_0006,3,89.99
ITEM_0000201,ORD_000122,PROD_0015,3,29.99
ITEM_0000202,ORD_000123,PROD_0003,2,129.99
ITEM_0000203,ORD_000123,PROD_0005,2,39.99
ITEM_0000204,ORD_000124,PROD_0018,1,22.99
ITEM_0000205,ORD_000125,PROD_0001,1,79.99
ITEM_0000206,ORD_000126,PROD_0013,1,69.99
ITEM_0000207,ORD_000127,PROD_0015,2,29.99
ITEM_0000208,ORD_000127,PROD_0017,2,29.99
ITEM_0000209,ORD_000127,PROD_0019,2,34.99
ITEM_0000210,ORD_000128,PROD_0013,1,69.99
ITEM_0000211,ORD_000128,PROD_0001,3,79.99
ITEM_0000212,ORD_000128,PROD_0008,1,119.99
ITEM_0000213,ORD_000129,PROD_0002,3,199.99
ITEM_0000214,ORD_000130,PROD_0004,1,49.99
ITEM_0000215,ORD_000130,PROD_0001,3,79.99
ITEM_0000216,ORD_000130,PROD_0002,2,199.99
ITEM_0000217,ORD_000130,PROD_0020,2,85.0
ITEM_0000218,ORD_000131,PROD_0001,3,79.99
ITEM_0000219,ORD_000131,PROD_0010,3,59.99
ITEM_0000220,ORD_000132,PROD_0014,1,19.99
ITEM_0000221,ORD_000132,PROD_0004,2,49.99
ITEM_0000222,ORD_000133,PROD_0020,1,85.0
ITEM_0000223,ORD_000134,PROD_0018,2,22.99
ITEM_0000224,ORD_000135,PROD_0004,1,49.99
ITEM_0000225,ORD_000135,PROD_0019,3,34.99
ITEM_0000226,ORD_000136,PROD_0015,1,29.99
ITEM_0000227,ORD_000136,PROD_0010,1,59.99
ITEM_0000228,ORD_000137,PROD_0011,1,149.99
ITEM_0000229,ORD_000138,PROD_0006,3,89.99
ITEM_0000230,ORD_000138,PROD_0011,1,149.99
ITEM_0000231,ORD_000138,PROD_0012,2,110.0
ITEM_0000232,ORD_000139,PROD_0013,3,69.99
ITEM_0000233,ORD_000140,PROD_0006,1,89.99
ITEM_0000234,ORD_000140,PROD_0004,1,49.99
ITEM_0000235,ORD_000141,PROD_0015,3,29.99
ITEM_0000236,ORD_000141,PROD_0006,3,89.99
ITEM_0000237,ORD_000141,PROD_0013,1,69.99
ITEM_0000238,ORD_000142,PROD_0015,1,29.99
ITEM_0000239,ORD_000142,PROD_0002,3,199.99
ITEM_0000240,ORD_000142,PROD_0003,3,129.99
ITEM_0000241,ORD_000143,PROD_0019,3,34.99
ITEM_0000242,ORD_000143,PROD_0008,3,119.99
ITEM_0000243,ORD_000144,PROD_0008,1,119.99
ITEM_0000244,ORD_000145,PROD_0020,2,85.0
ITEM_0000245,ORD_000145,PROD_0002,2,199.99
ITEM_0000246,ORD_000145,PROD_0001,1,79.99
ITEM_0000247,ORD_000146,PROD_0009,3,34.99
ITEM_0000248,ORD_000147,PROD_0003,2,129.99
ITEM_0000249,ORD_000147,PROD_0015,2,29.99
ITEM_0000250,ORD_000147,PROD_0019,2,34.99
ITEM_0000251,ORD_000148,PROD_0004,3,49.99
ITEM_0000252,ORD_000148,PROD_0013,1,69.99
ITEM_0000253,ORD_000149,PROD_0010,2,59.99
ITEM_0000254,ORD_000149,PROD_0017,2,29.99
ITEM_0000255,ORD_000149,PROD_0018,1,22.99
ITEM_0000256,ORD_000149,PROD_0007,1,24.99
ITEM_0000257,ORD_000150,PROD_0020,3,85.0
ITEM_0000258,ORD_000150,PROD_0016,2,39.99
ITEM_0000259,ORD_000151,PROD_0011,3,149.99
ITEM_0000260,ORD_000152,PROD_0006,1,89.99
ITEM_0000261,ORD_000153,PROD_0013,3,69.99
ITEM_0000262,ORD_000154,PROD_0019,3,34.99
ITEM_0000263,ORD_000155,PROD_0001,1,79.99
ITEM_0000264,ORD_000155,PROD_0017,3,29.99
ITEM_0000265,ORD_000155,PROD_0002,3,199.99
ITEM_0000266,ORD_000155,PROD_0014,1,19.99
ITEM_0000267,ORD_000156,PROD_0020,2,85.0
ITEM_0000268,ORD_000157,PROD_0009,1,34.99
ITEM_0000269,ORD_000157,PROD_0013,1,69.99
ITEM_0000270,ORD_000158,PROD_0018,1,22.99
ITEM_0000271,ORD_000158,PROD_0011,3,149.99
ITEM_0000272,ORD_000158,PROD_0020,3,85.0
ITEM_0000273,ORD_000159,PROD_0006,3,89.99
ITEM_0000274,ORD_000160,PROD_0019,3,34.99
ITEM_0000275,ORD_000160,PROD_0020,3,85.0
ITEM_0000276,ORD_000161,PROD_0014,1,19.99
ITEM_0000277,ORD_000161,PROD_0001,1,79.99
ITEM_0000278,ORD_000161,PROD_0017,3,29.99
ITEM_0000279,ORD_000162,PROD_0006,1,89.99
ITEM_0000280,ORD_000162,PROD_0010,3,59.99
ITEM_0000281,ORD_000163,PROD_0002,3,199.99
ITEM_0000282,ORD_000163,PROD_0012,3,110.0
ITEM_0000283,ORD_000164,PROD_0018,3,22.99
ITEM_0000284,ORD_000164,PROD_0013,3,69.99
ITEM_0000285,ORD_000165,PROD_0011,3,149.99
ITEM_0000286,ORD_000166,PROD_0015,1,29.99
ITEM_0000287,ORD_000166,PROD_0008,3,119.99
ITEM_0000288,ORD_000166,PROD_0012,1,110.0
ITEM_0000289,ORD_000167,PROD_0003,2,129.99
ITEM_0000290,ORD_000167,PROD_0006,2,89.99
ITEM_0000291,ORD_000167,PROD_0019,3,34.99
ITEM_0000292,ORD_000167,PROD_0017,2,29.99
ITEM_0000293,ORD_000168,PROD_0001,1,79.99
ITEM_0000294,ORD_000168,PROD_0011,2,149.99
ITEM_0000295,ORD_000168,PROD_0015,3,29.99
ITEM_0000296,ORD_000169,PROD_0018,3,22.99
ITEM_0000297,ORD_000169,PROD_0012,1,110.0
ITEM_0000298,ORD_000170,PROD_0017,3,29.99
ITEM_0000299,ORD_000171,PROD_0007,2,24.99
ITEM_0000300,ORD_000172,PROD_0018,2,22.99
ITEM_0000301,ORD_000172,PROD_0001,1,79.99
ITEM_0000302,ORD_000173,PROD_0002,1,199.99
ITEM_0000303,ORD_000174,PROD_0001,2,79.99
ITEM_0000304,ORD_000174,PROD_0017,2,29.99
ITEM_0000305,ORD_000175,PROD_0017,3,29.99
ITEM_0000306,ORD_000176,PROD_0007,1,24.99
ITEM_0000307,ORD_000177,PROD_0003,1,129.99
ITEM_0000308,ORD_000177,PROD_0005,1,39.99
ITEM_0000309,ORD_000178,PROD_0018,2,22.99
ITEM_0000310,ORD_000178,PROD_0003,2,129.99
ITEM_0000311,ORD_000179,PROD_0013,1,69.99
ITEM_0000312,ORD_000180,PROD_0019,2,34.99
ITEM_0000313,ORD_000181,PROD_0010,2,59.99
ITEM_0000314,ORD_000182,PROD_0006,3,89.99
ITEM_0000315,ORD_000183,PROD_0005,1,39.99
ITEM_0000316,ORD_000183,PROD_0010,1,59.99
ITEM_0000317,ORD_000183,PROD_0012,1,110.0
ITEM_0000318,ORD_000183,PROD_0001,3,79.99
ITEM_0000319,ORD_000184,PROD_0003,1,129.99
ITEM_0000320,ORD_000184,PROD_0010,2,59.99
ITEM_0000321,ORD_000185,PROD_0006,1,89.99
ITEM_0000322,ORD_000186,PROD_0002,1,199.99
ITEM_0000323,ORD_000186,PROD_0018,2,22.99
ITEM_0000324,ORD_000187,PROD_0019,1,34.99
ITEM_0000325,ORD_000188,PROD_0020,2,85.0
ITEM_0000326,ORD_000189,PROD_0019,2,34.99
ITEM_0000327,ORD_000189,PROD_0005,2,39.99
ITEM_0000328,ORD_000190,PROD_0008,2,119.99
ITEM_0000329,ORD_000191,PROD_0011,2,149.99
ITEM_0000330,ORD_000191,PROD_0016,2,39.99
ITEM_0000331,ORD_000192,PROD_0003,2,129.99
ITEM_0000332,ORD_000192,PROD_0009,3,34.99
ITEM_0000333,ORD_000193,PROD_0001,3,79.99
ITEM_0000334,ORD_000194,PROD_0002,3,199.99
ITEM_0000335,ORD_000195,PROD_0019,2,34.99
ITEM_0000336,ORD_000196,PROD_0017,3,29.99
ITEM_0000337,ORD_000197,PROD_0006,3,89.99
ITEM_0000338,ORD_000198,PROD_0012,1,110.0
ITEM_0000339,ORD_000198,PROD_0002,2,199.99
ITEM_0000340,ORD_000199,PROD_0017,1,29.99
ITEM_0000341,ORD_000199,PROD_0012,1,110.0
ITEM_0000342,ORD_000200,PROD_0017,3,29.99
ITEM_0000343,ORD_000200,PROD_0009,3,34.99
ITEM_0000344,ORD_000201,PROD_0019,2,34.99
ITEM_0000345,ORD_000202,PROD_0012,1,110.0
ITEM_0000346,ORD_000203,PROD_0003,1,129.99
ITEM_0000347,ORD_000204,PROD_0004,2,49.99
ITEM_0000348,ORD_000205,PROD_0016,1,39.99
ITEM_0000349,ORD_000205,PROD_0007,1,24.99
ITEM_0000350,ORD_000206,PROD_0005,1,39.99
ITEM_0000351,ORD_000206,PROD_0017,1,29.99
ITEM_0000352,ORD_000207,PROD_0020,3,85.0
ITEM_0000353,ORD_000207,PROD_0019,2,34.99
ITEM_0000354,ORD_000207,PROD_0001,2,79.99
ITEM_0000355,ORD_000207,PROD_0010,1,59.99
ITEM_0000356,ORD_000208,PROD_0019,2,34.99
ITEM_0000357,ORD_000209,PROD_0015,1,29.99
ITEM_0000358,ORD_000210,PROD_0007,1,24.99
ITEM_0000359,ORD_000211,PROD_0020,3,85.0
ITEM_0000360,ORD_000212,PROD_0005,3,39.99
ITEM_0000361,ORD_000213,PROD_0002,1,199.99
ITEM_0000362,ORD_000214,PROD_0019,2,34.99
ITEM_0000363,ORD_000215,PROD_0003,1,129.99
ITEM_0000364,ORD_000215,PROD_0010,3,59.99
ITEM_0000365,ORD_000215,PROD_0018,3,22.99
ITEM_0000366,ORD_000216,PROD_0017,3,29.99
ITEM_0000367,ORD_000216,PROD_0001,2,79.99
ITEM_0000368,ORD_000217,PROD_0019,2,34.99
ITEM_0000369,ORD_000218,PROD_0013,3,69.99
ITEM_0000370,ORD_000219,PROD_0016,3,39.99
ITEM_0000371,ORD_000219,PROD_0009,2,34.99
ITEM_0000372,ORD_000220,PROD_0008,1,119.99
ITEM_0000373,ORD_000221,PROD_0018,1,22.99
ITEM_0000374,ORD_000221,PROD_0002,1,199.99
ITEM_0000375,ORD_000222,PROD_0003,1,129.99
ITEM_0000376,ORD_000223,PROD_0013,2,69.99
ITEM_0000377,ORD_000224,PROD_0006,2,89.99
ITEM_0000378,ORD_000224,PROD_0016,1,39.99
ITEM_0000379,ORD_000224,PROD_0015,1,29.99
ITEM_0000380,ORD_000225,PROD_0008,1,119.99
ITEM_0000381,ORD_000225,PROD_0006,3,89.99
ITEM_0000382,ORD_000226,PROD_0013,1,69.99
ITEM_0000383,ORD_000226,PROD_0012,3,110.0
ITEM_0000384,ORD_000226,PROD_0020,3,85.0
ITEM_0000385,ORD_000226,PROD_0018,1,22.99
ITEM_0000386,ORD_000227,PROD_0018,2,22.99
ITEM_0000387,ORD_000228,PROD_0013,1,69.99
ITEM_0000388,ORD_000229,PROD_0017,2,29.99
ITEM_0000389,ORD_000229,PROD_0010,3,59.99
ITEM_0000390,ORD_000230,PROD_0013,2,69.99
ITEM_0000391,ORD_000231,PROD_0019,2,34.99
ITEM_0000392,ORD_000232,PROD_0008,3,119.99
ITEM_0000393,ORD_000232,PROD_0020,3,85.0
ITEM_0000394,ORD_000233,PROD_0003,1,129.99
ITEM_0000395,ORD_000234,PROD_0007,3,24.99
ITEM_0000396,ORD_000235,PROD_0008,1,119.99
ITEM_0000397,ORD_000235,PROD_0020,1,85.0
ITEM_0000398,ORD_000236,PROD_0004,3,49.99
ITEM_0000399,ORD_000236,PROD_0003,1,129.99
ITEM_0000400,ORD_000237,PROD_0016,1,39.99
ITEM_0000401,ORD_000237,PROD_0012,3,110.0
ITEM_0000402,ORD_000237,PROD_0011,2,149.99
ITEM_0000403,ORD_000237,PROD_0020,2,85.0
ITEM_0000404,ORD_000238,PROD_0017,1,29.99
ITEM_0000405,ORD_000239,PROD_0006,2,89.99
ITEM_0000406,ORD_000239,PROD_0015,3,29.99
ITEM_0000407,ORD_000239,PROD_0004,1,49.99
ITEM_0000408,ORD_000240,PROD_0004,2,49.99
ITEM_0000409,ORD_000241,PROD_0020,2,85.0
ITEM_0000410,ORD_000242,PROD_0012,1,110.0
ITEM_0000411,ORD_000242,PROD_0020,3,85.0
ITEM_0000412,ORD_000243,PROD_0008,1,119.99
ITEM_0000413,ORD_000243,PROD_0018,3,22.99
ITEM_0000414,ORD_000244,PROD_0016,3,39.99
ITEM_0000415,ORD_000245,PROD_0018,1,22.99
ITEM_0000416,ORD_000246,PROD_0009,2,34.99
ITEM_0000417,ORD_000247,PROD_0018,1,22.99
ITEM_0000418,ORD_000248,PROD_0020,2,85.0
ITEM_0000419,ORD_000248,PROD_0007,3,24.99
ITEM_0000420,ORD_000248,PROD_0018,3,22.99
ITEM_0000421,ORD_000249,PROD_0010,1,59.99
ITEM_0000422,ORD_000250,PROD_0020,1,85.0
ITEM_0000423,ORD_000251,PROD_0010,3,59.99
ITEM_0000424,ORD_000252,PROD_0012,1,110.0
ITEM_0000425,ORD_000252,PROD_0019,1,34.99
ITEM_0000426,ORD_000253,PROD_0009,1,34.99
ITEM_0000427,ORD_000253,PROD_0003,1,129.99
ITEM_0000428,ORD_000254,PROD_0001,2,79.99
ITEM_0000429,ORD_000254,PROD_0013,3,69.99
ITEM_0000430,ORD_000255,PROD_0013,2,69.99
ITEM_0000431,ORD_000255,PROD_0010,3,59.99
ITEM_0000432,ORD_000255,PROD_0008,1,119.99
ITEM_0000433,ORD_000256,PROD_0012,3,110.0
ITEM_0000434,ORD_000257,PROD_0018,2,22.99
ITEM_0000435,ORD_000258,PROD_0014,3,19.99
ITEM_0000436,ORD_000258,PROD_0017,1,29.99
ITEM_0000437,ORD_000258,PROD_0018,1,22.99
ITEM_0000438,ORD_000259,PROD_0005,3,39.99
ITEM_0000439,ORD_000260,PROD_0016,2,39.99
ITEM_0000440,ORD_000261,PROD_0020,1,85.0
ITEM_0000441,ORD_000261,PROD_0008,2,119.99
ITEM_0000442,ORD_000262,PROD_0006,2,89.99
ITEM_0000443,ORD_000263,PROD_0008,2,119.99
ITEM_0000444,ORD_000264,PROD_0014,1,19.99
ITEM_0000445,ORD_000264,PROD_0007,3,24.99
ITEM_0000446,ORD_000264,PROD_0003,2,129.99
ITEM_0000447,ORD_000265,PROD_0016,1,39.99
ITEM_0000448,ORD_000265,PROD_0007,3,24.99
ITEM_0000449,ORD_000266,PROD_0005,1,39.99
ITEM_0000450,ORD_000267,PROD_0011,2,149.99
ITEM_0000451,ORD_000268,PROD_0005,1,39.99
ITEM_0000452,ORD_000269,PROD_0009,3,34.99
ITEM_0000453,ORD_000270,PROD_0002,3,199.99
ITEM_0000454,ORD_000271,PROD_0010,3,59.99
ITEM_0000455,ORD_000272,PROD_0016,2,39.99
ITEM_0000456,ORD_000273,PROD_0004,2,49.99
ITEM_0000457,ORD_000274,PROD_0013,3,69.99
ITEM_0000458,ORD_000274,PROD_0008,2,119.99
ITEM_0000459,ORD_000275,PROD_0008,2,119.99
ITEM_0000460,ORD_000275,PROD_0006,3,89.99
ITEM_0000461,ORD_000276,PROD_0018,2,22.99
ITEM_0000462,ORD_000276,PROD_0004,3,49.99
ITEM_0000463,ORD_000277,PROD_0015,3,29.99
ITEM_0000464,ORD_000277,PROD_0007,1,24.99
ITEM_0000465,ORD_000277,PROD_0001,2,79.99
ITEM_0000466,ORD_000278,PROD_0018,1,22.99
ITEM_0000467,ORD_000278,PROD_0010,3,59.99
ITEM_0000468,ORD_000279,PROD_0009,1,34.99
ITEM_0000469,ORD_000279,PROD_0018,2,22.99
ITEM_0000470,ORD_000280,PROD_0001,3,79.99
ITEM_0000471,ORD_000281,PROD_0012,3,110.0
ITEM_0000472,ORD_000281,PROD_0008,3,119.99
ITEM_0000473,ORD_000282,PROD_0016,2,39.99
ITEM_0000474,ORD_000282,PROD_0018,2,22.99
ITEM_0000475,ORD_000283,PROD_0003,1,129.99
ITEM_0000476,ORD_000284,PROD_0002,3,199.99
ITEM_0000477,ORD_000285,PROD_0009,3,34.99
ITEM_0000478,ORD_000285,PROD_0002,1,199.99
ITEM_0000479,ORD_000286,PROD_0003,2,129.99
ITEM_0000480,ORD_000287,PROD_0002,2,199.99
ITEM_0000481,ORD_000287,PROD_0009,1,34.99
